npc_id,npc_name,input,response,success,tags,friendly_delta,faith_delta,friendly,faith,elapsed_sec
NPC_CHEONG_02,청갈치,(잔을 내려놓으며) 오늘 회의는 여기까지 하죠.,"""그렇군요. 회의 내용이 무엇인지 정말 궁금합니다. 하루 종일 일상적인 이야기를 듣던 것 같아요.""

*한 쪽으로 앉아서 술잔에 담긴 물을 한 번이나 움직여 주며 숙명을 표현하는 행동을 보입니다.* ""무슨 생각이든 말씀해주세요. 하지만 혹시 이번 회의에서 뭔가 중요하게 해결할 필요가 있다면 저에게 알려주세요. 솔직하게 말씀해 주세요!""",True,"BUILD_TRUST, REDUCE_SUSPICION, DEFLECT",1,0,58,61,6.3
NPC_CHEONG_02,청갈치,(미소 지으며) 오랜만이에요 잘 지내셨어요?,잘 지내요. 하루 종일 묵직한 일상 속에서 시간이 흘렀네요. 요즘 무슨 일을 하고 계신 걸까요?,True,BUILD_TRUST,1,0,59,61,2.57
NPC_CHEONG_02,청갈치,(창밖을 보며) 비가 올 것 같네요.,"그렇군요. 지금 이 순간의 날씨는 정말 쾌적합니다. 하지만 언제든 불필요한 예측을 하고 있는 사람들이 많아요. 혹시 오늘 일찍 집에 들기를 원하세요?  

(웃으며)",True,WITHDRAW_TRUST,0,1,59,62,3.45
NPC_CHEONG_02,청갈치,(손을 흔들며) 이쪽으로 오세요.,"오, 여기에 있는 것들을 보고 싶으신 걸까요?  특히 좀 더 자세하게 알려주셔서 고맙다는 생각입니다. 지금부터 바로 시작하겠습니다. 어떤 것을 찾으셨는지 말씀해 주세요.",True,"MAINTAIN_FAITH, BUILD_TRUST",1,1,60,63,3.45
NPC_CHEONG_02,청갈치,(의자에 앉으며) 조금만 쉬었다가 합시다.,... 안녕하세요. 오늘 하루는 잘 지내셨나요?  좀더 좋은 상황을 위해 몇 가지 중요한 일들을 알려줄게요. 그렇죠? 뭔가 궁금해하는 것이 있는 것 같아요.,True,MAINTAIN_FAITH,0,2,60,65,3.3
NPC_CHEONG_02,청갈치,(고개를 끄덕이며) 그 의견에 동의합니다.,우리는 이 문제를 함께 해결해야 합니다.  당신의 정보는 매우 중요하고 흥미롭습니다. 어떤 관점에서 당신의 정보가 유용한지 생각해 보았는데... 아직 완벽하게 이해하기에는 한계가 있습니다. 하지만 새로운 아이디어가 나올 수 있는 기회입니다. 혹시 당신이 지닌 정보를 공유하는 것은 어렵지 않겠습니까?  그렇다면 우리가 함께 일을 할 수 있다는 것을 알게 될 것입니다.,True,BUILD_TRUST,2,1,62,66,5.63
NPC_CHEONG_02,청갈치,(전화기를 들며) 잠시만 통화 좀 할게요.,"""아니, 안녕하세요?  뭐죠?  저는 전날에 만났던 당신과 일상적인 이야기에 대해서 말할 시간을 가지려는 건데...""",True,WITHDRAW_TRUST,-2,0,60,66,2.51
NPC_CHEONG_02,청갈치,(서류를 넘기며) 여기 사인해 주세요.,"그런데... 이 서류는 아주 중요한 일입니다. 다른 사람들이 해석할 수 없다는 점 때문에 조심해야 합니다. 정말 필요하다면, 함께 살펴봐야 할 것 같아요. 어떤 쪽으로 들어가든, 최대한 안전하게 처리하는 게 좋죠.  혹시 특별히 알려진 방법이나 맥락을 가지고 계신 건가요?  저에게 설명해 줄 수 있기를 바랍니다.",True,"TEST_BOUNDARY, WITHDRAW_TRUST",-2,0,58,66,5.32
NPC_CHEONG_02,청갈치,(차를 마시며) 향이 참 좋네요.,"... 네, 이곳에서 만나는 것은 특별한 일입니다.  당신의 관심에 대해 알려주셔서 정말 감사합니다. 어떤 목적으로 여기에 오셨는지 말씀해 주시겠습니까? 혹시 이 지역에 대해 궁금한 점이 있다면 물어봐 주세요.",True,BUILD_TRUST,1,0,59,66,4.13
NPC_CHEONG_02,청갈치,(가볍게 웃으며) 오늘 날씨 정말 좋다.,"맞아. 아침부터 맑았는데, 이렇게 즐겁게 지내야 하는 일을 가졌어.   혹시 그런 상황에 대한 팁이나 방법을 알고 싶으신가요? 저는 좀 특별한 아이디어들을 가지고 있어요.",True,BUILD_TRUST,1,0,60,66,3.75
NPC_CHEONG_02,청갈치,(서류를 정리하며) 이 부분은 제가 다시 확인해볼게요.,알겠습니다. 필요한 정보를 찾으시는군요. 잠시만 기다려주세요. 혹시 지금까지 알고 있는 것들을 덧붙여 주시면 편하게 대화할 수 있습니다.,True,"MAINTAIN_FAITH, BUILD_TRUST",1,0,61,66,3.08
NPC_CHEONG_02,청갈치,(조용히 고개를 숙이며) 죄송합니다 제 실수예요.,"흠... 의견을 건네주셨군요. 괜찮아요, 저는 항상 최선을 다하는 사람입니다. 하지만, 그렇게 말씀하세요? 무슨 일이 궁금할까요?",True,BUILD_TRUST,1,1,62,67,3.11
